pmid,title,journal,year,compound,endpoint,activity,evidence
41453585,Childhood susceptibility to PFAS-associated endocrine disruption: NHANES age-str,"Reproductive toxicology (Elmsford, N.Y.)",2026,PFNA,NR-AR,1.0,"positive_kw=3, negative_kw=0"
41453585,Childhood susceptibility to PFAS-associated endocrine disruption: NHANES age-str,"Reproductive toxicology (Elmsford, N.Y.)",2026,PFNA,hepatotoxicity,1.0,"positive_kw=3, negative_kw=0"
41453585,Childhood susceptibility to PFAS-associated endocrine disruption: NHANES age-str,"Reproductive toxicology (Elmsford, N.Y.)",2026,PFNA,endocrine,1.0,"positive_kw=3, negative_kw=0"
41453585,Childhood susceptibility to PFAS-associated endocrine disruption: NHANES age-str,"Reproductive toxicology (Elmsford, N.Y.)",2026,PFHxS,NR-AR,1.0,"positive_kw=3, negative_kw=0"
41453585,Childhood susceptibility to PFAS-associated endocrine disruption: NHANES age-str,"Reproductive toxicology (Elmsford, N.Y.)",2026,PFHxS,hepatotoxicity,1.0,"positive_kw=3, negative_kw=0"
41453585,Childhood susceptibility to PFAS-associated endocrine disruption: NHANES age-str,"Reproductive toxicology (Elmsford, N.Y.)",2026,PFHxS,endocrine,1.0,"positive_kw=3, negative_kw=0"
41252967,Perfluoroalkyl and polyfluoroalkyl substances contamination in dairy: A global p,The Science of the total environment,2025,PFOA,hepatotoxicity,1.0,"positive_kw=4, negative_kw=0"
41252967,Perfluoroalkyl and polyfluoroalkyl substances contamination in dairy: A global p,The Science of the total environment,2025,PFOA,immunotoxicity,1.0,"positive_kw=4, negative_kw=0"
41252967,Perfluoroalkyl and polyfluoroalkyl substances contamination in dairy: A global p,The Science of the total environment,2025,PFOA,endocrine,1.0,"positive_kw=4, negative_kw=0"
41252967,Perfluoroalkyl and polyfluoroalkyl substances contamination in dairy: A global p,The Science of the total environment,2025,PFOA,developmental,1.0,"positive_kw=4, negative_kw=0"
41252967,Perfluoroalkyl and polyfluoroalkyl substances contamination in dairy: A global p,The Science of the total environment,2025,PFOS,hepatotoxicity,1.0,"positive_kw=4, negative_kw=0"
41252967,Perfluoroalkyl and polyfluoroalkyl substances contamination in dairy: A global p,The Science of the total environment,2025,PFOS,immunotoxicity,1.0,"positive_kw=4, negative_kw=0"
41252967,Perfluoroalkyl and polyfluoroalkyl substances contamination in dairy: A global p,The Science of the total environment,2025,PFOS,endocrine,1.0,"positive_kw=4, negative_kw=0"
41252967,Perfluoroalkyl and polyfluoroalkyl substances contamination in dairy: A global p,The Science of the total environment,2025,PFOS,developmental,1.0,"positive_kw=4, negative_kw=0"
33033332,Endocrine disruption of vitamin D activity by perfluoro-octanoic acid (PFOA).,Scientific reports,2020,PFOA,NR-AR,1.0,"positive_kw=2, negative_kw=0"
33033332,Endocrine disruption of vitamin D activity by perfluoro-octanoic acid (PFOA).,Scientific reports,2020,PFOA,hepatotoxicity,1.0,"positive_kw=2, negative_kw=0"
33033332,Endocrine disruption of vitamin D activity by perfluoro-octanoic acid (PFOA).,Scientific reports,2020,PFOA,immunotoxicity,1.0,"positive_kw=2, negative_kw=0"
33033332,Endocrine disruption of vitamin D activity by perfluoro-octanoic acid (PFOA).,Scientific reports,2020,PFOA,endocrine,1.0,"positive_kw=2, negative_kw=0"
37162486,Quantifying the impact of PFOA exposure on B-cell development and antibody produ,Toxicological sciences : an official journal of the Society of Toxicology,2023,PFOA,NR-AR,1.0,"positive_kw=4, negative_kw=0"
37162486,Quantifying the impact of PFOA exposure on B-cell development and antibody produ,Toxicological sciences : an official journal of the Society of Toxicology,2023,PFOA,hepatotoxicity,1.0,"positive_kw=4, negative_kw=0"
37162486,Quantifying the impact of PFOA exposure on B-cell development and antibody produ,Toxicological sciences : an official journal of the Society of Toxicology,2023,PFOA,immunotoxicity,1.0,"positive_kw=4, negative_kw=0"
37162486,Quantifying the impact of PFOA exposure on B-cell development and antibody produ,Toxicological sciences : an official journal of the Society of Toxicology,2023,PFOA,endocrine,1.0,"positive_kw=4, negative_kw=0"
39179042,Association between exposure to perfluoroalkyl substances (PFAS) and endometrios,The Science of the total environment,2024,PFNA,hepatotoxicity,1.0,"positive_kw=5, negative_kw=1"
39179042,Association between exposure to perfluoroalkyl substances (PFAS) and endometrios,The Science of the total environment,2024,PFHxS,hepatotoxicity,1.0,"positive_kw=5, negative_kw=1"
35202277,Early Warnings by Liver Organoids on Short- and Long-Chain PFAS Toxicity.,Toxics,2022,PFOA,hepatotoxicity,1.0,"positive_kw=2, negative_kw=0"
35202277,Early Warnings by Liver Organoids on Short- and Long-Chain PFAS Toxicity.,Toxics,2022,PFOS,hepatotoxicity,1.0,"positive_kw=2, negative_kw=0"
41389916,Correlation of per- and poly-fluoroalkyl substances (PFAS) exposure with testost,Environmental toxicology and pharmacology,2026,PFNA,hepatotoxicity,1.0,"positive_kw=3, negative_kw=0"
41389916,Correlation of per- and poly-fluoroalkyl substances (PFAS) exposure with testost,Environmental toxicology and pharmacology,2026,PFNA,endocrine,1.0,"positive_kw=3, negative_kw=0"
41389916,Correlation of per- and poly-fluoroalkyl substances (PFAS) exposure with testost,Environmental toxicology and pharmacology,2026,PFNA,developmental,1.0,"positive_kw=3, negative_kw=0"
36906028,EU need to protect its environment from toxic per- and polyfluoroalkyl substance,The Science of the total environment,2023,PFOS,hepatotoxicity,1.0,"positive_kw=2, negative_kw=0"
36906028,EU need to protect its environment from toxic per- and polyfluoroalkyl substance,The Science of the total environment,2023,PFOS,immunotoxicity,1.0,"positive_kw=2, negative_kw=0"
36906028,EU need to protect its environment from toxic per- and polyfluoroalkyl substance,The Science of the total environment,2023,PFOS,endocrine,1.0,"positive_kw=2, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFOA,NR-AR,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFOA,hepatotoxicity,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFOA,endocrine,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFOA,developmental,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFOS,NR-AR,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFOS,hepatotoxicity,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFOS,endocrine,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFOS,developmental,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFNA,NR-AR,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFNA,hepatotoxicity,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFNA,endocrine,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFNA,developmental,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFDA,NR-AR,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFDA,hepatotoxicity,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFDA,endocrine,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFDA,developmental,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFHxS,NR-AR,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFHxS,hepatotoxicity,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFHxS,endocrine,1.0,"positive_kw=1, negative_kw=0"
37658449,"Per- and polyfluoroalkyl substances, gestational weight gain, postpartum weight ",Environmental health : a global access science source,2023,PFHxS,developmental,1.0,"positive_kw=1, negative_kw=0"
