pmid,title,journal,year,compound,endpoint,activity
37429082,Exposures to perfluoroalkyl substances and asthma phenotypes in childhood: an investigation of the C,EBioMedicine,2023,PFOA,immunotoxicity,1.0
37429082,Exposures to perfluoroalkyl substances and asthma phenotypes in childhood: an investigation of the C,EBioMedicine,2023,PFOS,hepatotoxicity,1.0
37429082,Exposures to perfluoroalkyl substances and asthma phenotypes in childhood: an investigation of the C,EBioMedicine,2023,PFOS,immunotoxicity,1.0
40268267,Mitigation of PFAS toxicity through sorbent treatment in Sprague-Dawley rats during prenatal and pos,Toxicology,2025,PFOS,hepatotoxicity,1.0
41418635,PFOS-induced black liver and hepatic aging in mice: A new paradigm in environmental hepatotoxicology,Environment international,2026,PFOS,hepatotoxicity,1.0
41288385,Toxicokinetic Profiling and Developmental Toxicity of Long-Chain Per- and Polyfluoroalkyl Substances,Environmental science & technology,2025,PFOS,hepatotoxicity,1.0
41288385,Toxicokinetic Profiling and Developmental Toxicity of Long-Chain Per- and Polyfluoroalkyl Substances,Environmental science & technology,2025,PFOS,developmental,1.0
41288385,Toxicokinetic Profiling and Developmental Toxicity of Long-Chain Per- and Polyfluoroalkyl Substances,Environmental science & technology,2025,PFOS,BCF,1.0
41288385,Toxicokinetic Profiling and Developmental Toxicity of Long-Chain Per- and Polyfluoroalkyl Substances,Environmental science & technology,2025,PFDA,hepatotoxicity,1.0
41288385,Toxicokinetic Profiling and Developmental Toxicity of Long-Chain Per- and Polyfluoroalkyl Substances,Environmental science & technology,2025,PFDA,developmental,1.0
41288385,Toxicokinetic Profiling and Developmental Toxicity of Long-Chain Per- and Polyfluoroalkyl Substances,Environmental science & technology,2025,PFDA,BCF,1.0
38728818,"Do PFCAs drive the establishment of thyroid cancer microenvironment? Effects of C6O4, PFOA and PFHxA",Environment international,2024,PFOA,endocrine,1.0
38728818,"Do PFCAs drive the establishment of thyroid cancer microenvironment? Effects of C6O4, PFOA and PFHxA",Environment international,2024,PFHxA,endocrine,1.0
33918459,Prevalence and Predictors of Per- and Polyfluoroalkyl Substances (PFAS) Serum Levels among Members o,International journal of environmental research and public health,2021,PFNA,hepatotoxicity,1.0
33918459,Prevalence and Predictors of Per- and Polyfluoroalkyl Substances (PFAS) Serum Levels among Members o,International journal of environmental research and public health,2021,PFDA,hepatotoxicity,1.0
40795427,Serum perfluoroalkyl and polyfluoroalkyl substances and the risk of kidney function decline: Unravel,Ecotoxicology and environmental safety,2025,PFNA,hepatotoxicity,1.0
40795427,Serum perfluoroalkyl and polyfluoroalkyl substances and the risk of kidney function decline: Unravel,Ecotoxicology and environmental safety,2025,PFHxS,hepatotoxicity,1.0
37820795,Risk assessment and partitioning behavior of PFASs in environmental matrices from an e-waste recycli,The Science of the total environment,2023,PFBA,hepatotoxicity,1.0
37820795,Risk assessment and partitioning behavior of PFASs in environmental matrices from an e-waste recycli,The Science of the total environment,2023,PFBS,hepatotoxicity,1.0
40609416,Assessing the effect of perfluoroalkyl and polyfluoroalkyl substances on cardiovascular-kidney-metab,The Science of the total environment,2025,PFOS,hepatotoxicity,1.0
37256622,Association of Early Pregnancy Perfluoroalkyl and Polyfluoroalkyl Substance Exposure With Birth Outc,JAMA network open,2023,PFOA,hepatotoxicity,
37256622,Association of Early Pregnancy Perfluoroalkyl and Polyfluoroalkyl Substance Exposure With Birth Outc,JAMA network open,2023,PFOA,developmental,
37256622,Association of Early Pregnancy Perfluoroalkyl and Polyfluoroalkyl Substance Exposure With Birth Outc,JAMA network open,2023,PFOS,hepatotoxicity,
37256622,Association of Early Pregnancy Perfluoroalkyl and Polyfluoroalkyl Substance Exposure With Birth Outc,JAMA network open,2023,PFOS,developmental,
37256622,Association of Early Pregnancy Perfluoroalkyl and Polyfluoroalkyl Substance Exposure With Birth Outc,JAMA network open,2023,PFNA,hepatotoxicity,
37256622,Association of Early Pregnancy Perfluoroalkyl and Polyfluoroalkyl Substance Exposure With Birth Outc,JAMA network open,2023,PFNA,developmental,
39222733,Perfluoroalkyl substances exposure and the risk of breast cancer: A nested case-control study in Jin,Environmental research,2024,PFOA,hepatotoxicity,1.0
39222733,Perfluoroalkyl substances exposure and the risk of breast cancer: A nested case-control study in Jin,Environmental research,2024,PFOS,hepatotoxicity,1.0
39222733,Perfluoroalkyl substances exposure and the risk of breast cancer: A nested case-control study in Jin,Environmental research,2024,PFNA,hepatotoxicity,1.0
39222733,Perfluoroalkyl substances exposure and the risk of breast cancer: A nested case-control study in Jin,Environmental research,2024,PFDA,hepatotoxicity,1.0
39222733,Perfluoroalkyl substances exposure and the risk of breast cancer: A nested case-control study in Jin,Environmental research,2024,PFBA,hepatotoxicity,1.0
39222733,Perfluoroalkyl substances exposure and the risk of breast cancer: A nested case-control study in Jin,Environmental research,2024,PFHxS,hepatotoxicity,1.0
40439591,Per- and Polyfluoroalkyl Substances Suppress Macrophage Alternative Activation to Disrupt Hepatic Li,Chemical research in toxicology,2025,PFOA,hepatotoxicity,1.0
40194260,Exposure to Long- and Short-Chain Per- and Polyfluoroalkyl Substances in Mice and Ovarian-Related Ou,Environmental health perspectives,2025,PFOA,hepatotoxicity,1.0
40194260,Exposure to Long- and Short-Chain Per- and Polyfluoroalkyl Substances in Mice and Ovarian-Related Ou,Environmental health perspectives,2025,PFOA,BCF,1.0
40194260,Exposure to Long- and Short-Chain Per- and Polyfluoroalkyl Substances in Mice and Ovarian-Related Ou,Environmental health perspectives,2025,PFOS,hepatotoxicity,1.0
40194260,Exposure to Long- and Short-Chain Per- and Polyfluoroalkyl Substances in Mice and Ovarian-Related Ou,Environmental health perspectives,2025,PFOS,BCF,1.0
40194260,Exposure to Long- and Short-Chain Per- and Polyfluoroalkyl Substances in Mice and Ovarian-Related Ou,Environmental health perspectives,2025,PFNA,hepatotoxicity,1.0
40194260,Exposure to Long- and Short-Chain Per- and Polyfluoroalkyl Substances in Mice and Ovarian-Related Ou,Environmental health perspectives,2025,PFNA,BCF,1.0
34712855,"Perfluoroalkyl substances exposure and immunity, allergic response, infection, and asthma in childre",Heliyon,2021,PFOA,hepatotoxicity,1.0
34712855,"Perfluoroalkyl substances exposure and immunity, allergic response, infection, and asthma in childre",Heliyon,2021,PFOA,immunotoxicity,1.0
34712855,"Perfluoroalkyl substances exposure and immunity, allergic response, infection, and asthma in childre",Heliyon,2021,PFOA,developmental,1.0
34712855,"Perfluoroalkyl substances exposure and immunity, allergic response, infection, and asthma in childre",Heliyon,2021,PFOS,hepatotoxicity,1.0
34712855,"Perfluoroalkyl substances exposure and immunity, allergic response, infection, and asthma in childre",Heliyon,2021,PFOS,immunotoxicity,1.0
34712855,"Perfluoroalkyl substances exposure and immunity, allergic response, infection, and asthma in childre",Heliyon,2021,PFOS,developmental,1.0
34712855,"Perfluoroalkyl substances exposure and immunity, allergic response, infection, and asthma in childre",Heliyon,2021,PFHxS,hepatotoxicity,1.0
34712855,"Perfluoroalkyl substances exposure and immunity, allergic response, infection, and asthma in childre",Heliyon,2021,PFHxS,immunotoxicity,1.0
34712855,"Perfluoroalkyl substances exposure and immunity, allergic response, infection, and asthma in childre",Heliyon,2021,PFHxS,developmental,1.0
40503787,Mechanistic insights into PFOS-induced inflammatory bowel disease: a network toxicology and molecula,"International journal of surgery (London, England)",2025,PFOS,hepatotoxicity,1.0
40503787,Mechanistic insights into PFOS-induced inflammatory bowel disease: a network toxicology and molecula,"International journal of surgery (London, England)",2025,PFOS,immunotoxicity,1.0
39304148,Cross-cutting studies of per- and polyfluorinated alkyl substances (PFAS) in Arctic wildlife and hum,The Science of the total environment,2024,PFOS,hepatotoxicity,1.0
39304148,Cross-cutting studies of per- and polyfluorinated alkyl substances (PFAS) in Arctic wildlife and hum,The Science of the total environment,2024,PFOS,immunotoxicity,1.0
39304148,Cross-cutting studies of per- and polyfluorinated alkyl substances (PFAS) in Arctic wildlife and hum,The Science of the total environment,2024,PFOS,endocrine,1.0
39304148,Cross-cutting studies of per- and polyfluorinated alkyl substances (PFAS) in Arctic wildlife and hum,The Science of the total environment,2024,PFNA,hepatotoxicity,1.0
39304148,Cross-cutting studies of per- and polyfluorinated alkyl substances (PFAS) in Arctic wildlife and hum,The Science of the total environment,2024,PFNA,immunotoxicity,1.0
39304148,Cross-cutting studies of per- and polyfluorinated alkyl substances (PFAS) in Arctic wildlife and hum,The Science of the total environment,2024,PFNA,endocrine,1.0
40784096,PFOA exposure promotes prostate cancer progression by enhancing autophagy through m,Ecotoxicology and environmental safety,2025,PFOA,hepatotoxicity,
40784096,PFOA exposure promotes prostate cancer progression by enhancing autophagy through m,Ecotoxicology and environmental safety,2025,PFOA,BCF,
35702500,Per- and polyfluoroalkyl substances in drinking water and hypertensive disorders of pregnancy in the,"Environmental epidemiology (Philadelphia, Pa.)",2022,PFOA,hepatotoxicity,1.0
35702500,Per- and polyfluoroalkyl substances in drinking water and hypertensive disorders of pregnancy in the,"Environmental epidemiology (Philadelphia, Pa.)",2022,PFOA,developmental,1.0
35702500,Per- and polyfluoroalkyl substances in drinking water and hypertensive disorders of pregnancy in the,"Environmental epidemiology (Philadelphia, Pa.)",2022,PFOS,hepatotoxicity,1.0
35702500,Per- and polyfluoroalkyl substances in drinking water and hypertensive disorders of pregnancy in the,"Environmental epidemiology (Philadelphia, Pa.)",2022,PFOS,developmental,1.0
35702500,Per- and polyfluoroalkyl substances in drinking water and hypertensive disorders of pregnancy in the,"Environmental epidemiology (Philadelphia, Pa.)",2022,PFHxS,hepatotoxicity,1.0
35702500,Per- and polyfluoroalkyl substances in drinking water and hypertensive disorders of pregnancy in the,"Environmental epidemiology (Philadelphia, Pa.)",2022,PFHxS,developmental,1.0
39542374,"Clinical, histological, molecular, and toxicokinetic renal outcomes of per-/polyfluoroalkyl substanc",Chemosphere,2024,PFOA,hepatotoxicity,1.0
39542374,"Clinical, histological, molecular, and toxicokinetic renal outcomes of per-/polyfluoroalkyl substanc",Chemosphere,2024,PFOS,hepatotoxicity,1.0
35985433,Bioaccumulation and trophic transfer of perfluorinated alkyl substances (PFAS) in marine biota from ,"Environmental pollution (Barking, Essex : 1987)",2022,PFOS,hepatotoxicity,1.0
35985433,Bioaccumulation and trophic transfer of perfluorinated alkyl substances (PFAS) in marine biota from ,"Environmental pollution (Barking, Essex : 1987)",2022,PFOS,BCF,1.0
38345456,Mortality and cancer incidence in perfluorooctanesulfonyl fluoride production workers.,American journal of industrial medicine,2024,PFOS,hepatotoxicity,1.0
35263707,Systematic developmental toxicity assessment of a structurally diverse library of PFAS in zebrafish.,Journal of hazardous materials,2022,PFDA,hepatotoxicity,1.0
35263707,Systematic developmental toxicity assessment of a structurally diverse library of PFAS in zebrafish.,Journal of hazardous materials,2022,PFDA,developmental,1.0
